longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,hour
74.4,32,6.319351,84.90818,8.513749,3397.137,55.836918,144.25664,218.31676,1291.0452,2020-01-02 00:00:00,2020,1,0
74.4,32,6.743139,59.952274,28.3922,2967.637,41.433975,142.50725,215.0167,1291.5186,2020-01-02 03:00:00,2020,1,3
74.4,32,0.867351,8.607092,140.84454,1309.7596,14.947182,134.51294,208.78537,1285.7985,2020-01-02 06:00:00,2020,1,6
74.4,32,0.32073048,3.7390707,134.41687,650.5632,9.598239,91.93948,138.89203,1278.5529,2020-01-02 09:00:00,2020,1,9
74.4,32,0.74034005,34.195236,83.90762,1453.8875,31.75943,126.86185,191.76088,1290.7311,2020-01-02 12:00:00,2020,1,12
74.4,32,4.7127743,83.66917,8.352083,2574.3833,99.69801,130.56654,195.88373,1292.0006,2020-01-02 15:00:00,2020,1,15
74.4,32,14.704301,76.84817,12.299519,2514.551,107.896904,115.25692,170.91884,1290.9288,2020-01-02 18:00:00,2020,1,18
74.4,32,13.83138,73.754395,9.418411,2506.5747,95.26377,111.00707,165.88158,1291.3923,2020-01-02 21:00:00,2020,1,21
74.4,32,0.4966239,5.663551,159.48705,762.77185,15.46191,83.30441,124.519745,1280.0234,2020-01-03 09:00:00,2020,1,9
74.4,32,49.206432,88.01183,1.22e-05,4220.872,132.59776,134.59239,210.31952,1292.7057,2020-01-03 00:00:00,2020,1,0
74.4,32,40.854626,87.16471,11.324515,3910.1125,105.74273,132.93088,203.76845,1292.1595,2020-01-03 03:00:00,2020,1,3
74.4,32,2.9996586,23.139185,134.38814,1507.836,31.5352,110.71274,166.41219,1286.3203,2020-01-03 06:00:00,2020,1,6
74.4,32,13.8026905,73.156006,1.0097334,3179.4548,49.16437,114.020164,167.47006,1292.4636,2020-01-03 21:00:00,2020,1,21
74.4,32,0.5899324,43.22875,115.77187,1580.5375,45.24933,119.13647,175.55473,1291.0446,2020-01-03 12:00:00,2020,1,12
74.4,32,2.5229497,79.06334,24.13723,2429.5632,86.45211,122.57704,179.47426,1291.686,2020-01-03 15:00:00,2020,1,15
74.4,32,11.708403,79.01578,4.455845,2865.9263,72.29262,113.40642,166.27542,1292.3842,2020-01-03 18:00:00,2020,1,18
74.4,32,2.0768795,18.907234,127.59836,1315.7742,13.46678,94.655266,137.07007,1281.8619,2020-01-04 06:00:00,2020,1,6
74.4,32,2.9318357,61.31837,4.653111,2689.0667,27.083424,113.52702,166.23782,1291.2936,2020-01-04 00:00:00,2020,1,0
74.4,32,8.587443,57.216824,23.308178,2475.796,24.546534,104.50526,149.93677,1289.1658,2020-01-04 03:00:00,2020,1,3
74.4,32,0.4190525,7.106641,150.58615,825.8801,10.618783,91.51266,135.47319,1279.6698,2020-01-04 09:00:00,2020,1,9
74.4,32,0.31502053,11.824493,90.53137,684.48096,9.300778,40.532677,59.619656,1283.7924,2020-01-04 12:00:00,2020,1,12
74.4,32,0.67418855,49.721848,32.025276,1581.8849,36.70449,52.00392,76.617714,1290.1172,2020-01-04 15:00:00,2020,1,15
74.4,32,1.3822188,64.466255,15.542754,2059.639,47.366165,63.838898,94.54493,1291.3038,2020-01-04 18:00:00,2020,1,18
74.4,32,4.854269,70.48062,2.9167254,2490.5728,45.183582,73.41002,110.32688,1291.9789,2020-01-04 21:00:00,2020,1,21
74.4,32,2.0441518,21.750355,106.52218,1335.9543,14.90206,67.567924,102.1351,1284.0525,2020-01-05 06:00:00,2020,1,6
74.4,32,25.885162,74.44437,0.105158366,3441.809,52.139114,89.1692,135.5034,1292.2634,2020-01-05 00:00:00,2020,1,0
74.4,32,28.162725,70.99745,9.843348,3578.3857,44.348263,41.89405,61.973152,1292.1672,2020-01-05 03:00:00,2020,1,3
74.4,32,0.51138616,7.918697,114.9847,550.6414,11.595876,58.784374,89.446266,1279.5707,2020-01-05 09:00:00,2020,1,9
74.4,32,0.590768,19.918724,60.46843,792.1115,21.899372,64.908714,96.74139,1286.7092,2020-01-05 12:00:00,2020,1,12
74.4,32,0.7252993,38.707855,29.141384,1195.3966,38.914368,68.32583,101.117096,1289.2053,2020-01-05 15:00:00,2020,1,15
74.4,32,0.344545,24.56898,38.06446,1184.2896,16.973785,73.20876,107.9863,1289.4209,2020-01-05 18:00:00,2020,1,18
74.4,32,1.0645522,36.26046,14.511034,1595.805,25.933628,81.87041,120.41927,1291.5923,2020-01-05 21:00:00,2020,1,21
74.4,32,0.83838356,17.520828,77.55623,1199.6278,7.6045012,115.35936,168.18814,1287.5885,2020-01-06 09:00:00,2020,1,9
74.4,32,7.5911317,49.77632,1.2521563,2217.4817,41.355442,87.87416,129.54224,1292.5497,2020-01-06 00:00:00,2020,1,0
74.4,32,6.401797,45.708073,5.73297,2140.341,24.907513,93.089264,135.7212,1292.0498,2020-01-06 03:00:00,2020,1,3
74.4,32,2.543004,31.509302,42.181404,1705.1245,16.370483,115.919205,168.39423,1290.4336,2020-01-06 06:00:00,2020,1,6
74.4,32,0.42921898,26.339184,58.0821,1266.5264,11.687803,115.7649,169.10782,1289.4264,2020-01-06 12:00:00,2020,1,12
74.4,32,0.5540016,39.51657,26.177832,1625.2946,13.767317,120.25707,175.6968,1290.462,2020-01-06 15:00:00,2020,1,15
74.4,32,0.75482374,39.21242,18.167507,1579.8917,11.165264,115.80055,169.46046,1290.0938,2020-01-06 18:00:00,2020,1,18
74.4,32,0.7278061,34.73028,17.848831,1407.0836,9.415242,106.47973,154.27013,1289.5823,2020-01-06 21:00:00,2020,1,21
74.4,32,0.38005793,6.424888,105.59483,594.67725,6.13162,67.32889,97.57282,1281.1885,2020-01-07 09:00:00,2020,1,9
74.4,32,2.811788,43.94844,5.4893355,1651.9978,18.054504,101.26775,147.077,1291.2983,2020-01-07 00:00:00,2020,1,0
74.4,32,14.1784315,49.529396,7.074871,2242.1414,29.197752,111.57075,161.24066,1292.1488,2020-01-07 03:00:00,2020,1,3
74.4,32,1.1021541,12.258369,77.25365,800.42596,6.5795007,83.64617,120.56348,1283.844,2020-01-07 06:00:00,2020,1,6
74.4,32,87.80299,94.91666,0.051633008,4306.349,146.05255,58.730335,83.93417,1291.5032,2020-01-07 21:00:00,2020,1,21
74.4,32,0.43437183,13.747692,75.3505,671.1082,8.390254,39.691685,56.95744,1283.748,2020-01-07 12:00:00,2020,1,12
74.4,32,9.549913,61.276806,8.750246,2018.6063,52.757168,57.038773,81.86495,1291.1312,2020-01-07 15:00:00,2020,1,15
74.4,32,40.47429,79.61936,1.5102742,3020.4407,124.030075,66.53082,95.27993,1291.4338,2020-01-07 18:00:00,2020,1,18
74.4,32,0.4358341,3.7772355,115.26941,484.67432,6.793971,27.492582,40.846897,1280.9524,2020-01-08 09:00:00,2020,1,9
74.4,32,28.098942,68.754875,3.8609166,2540.335,113.37954,72.313095,104.54226,1291.7831,2020-01-08 21:00:00,2020,1,21
74.4,32,78.47716,96.22305,0.101746336,4329.5044,128.72115,53.857788,77.026,1291.1481,2020-01-08 00:00:00,2020,1,0
74.4,32,25.309713,62.7846,13.372566,2252.31,42.42388,28.619936,40.897243,1288.6683,2020-01-08 03:00:00,2020,1,3
74.4,32,1.6934792,10.423058,99.34206,696.10504,10.45222,29.735739,43.019108,1281.5112,2020-01-08 06:00:00,2020,1,6
74.4,32,0.5182102,14.033119,77.94782,651.4257,13.520549,51.95778,76.09292,1285.8632,2020-01-08 12:00:00,2020,1,12
74.4,32,1.4570048,54.150124,18.244661,1577.0013,49.604454,63.77801,92.6957,1291.5707,2020-01-08 15:00:00,2020,1,15
74.4,32,13.143961,66.06442,3.6952243,2333.331,72.93547,72.28357,104.84447,1292.175,2020-01-08 18:00:00,2020,1,18
74.4,32,0.50094116,4.443379,148.4936,659.7242,12.020081,50.51674,75.83614,1283.6008,2020-01-09 09:00:00,2020,1,9
74.4,32,11.832907,74.86576,25.274445,2693.1863,101.82378,82.58141,120.266846,1292.0269,2020-01-09 21:00:00,2020,1,21
74.4,32,31.231321,76.43069,1.0666883,2875.3403,108.54311,73.028885,105.64023,1290.7977,2020-01-09 00:00:00,2020,1,0
74.4,32,12.550825,50.14536,22.4496,1906.6128,39.619892,24.823467,35.63047,1289.3644,2020-01-09 03:00:00,2020,1,3
74.4,32,2.7521124,18.663664,123.633575,1141.285,21.108326,48.639637,70.607544,1286.2108,2020-01-09 06:00:00,2020,1,6
74.4,32,0.53088343,22.353937,113.10541,1041.3738,23.699806,60.183548,87.8197,1289.1733,2020-01-09 12:00:00,2020,1,12
74.4,32,1.6695253,72.48372,38.34421,2083.4163,101.64106,70.726326,103.339554,1291.9344,2020-01-09 15:00:00,2020,1,15
74.4,32,9.295195,86.9321,23.341358,2756.1992,132.86458,79.54707,115.65796,1292.4445,2020-01-09 18:00:00,2020,1,18
74.4,32,1.2868214,9.760081,147.11308,1178.3024,20.349604,73.75074,109.49293,1288.8743,2020-01-10 06:00:00,2020,1,6
74.4,32,4.181473,69.25169,9.720236,2170.2583,78.4546,72.681564,105.81601,1292.4021,2020-01-10 21:00:00,2020,1,21
74.4,32,10.450828,71.852936,23.167166,2634.1133,79.92777,84.51199,122.92681,1291.9207,2020-01-10 00:00:00,2020,1,0
74.4,32,9.235311,47.567493,36.460075,2256.177,56.821796,84.63044,124.32338,1292.0048,2020-01-10 03:00:00,2020,1,3
74.4,32,0.3781082,3.7563136,165.7453,738.8328,9.912423,61.53856,91.462425,1284.9843,2020-01-10 09:00:00,2020,1,9
74.4,32,0.49634537,22.143227,107.90318,1060.8131,23.893665,76.44547,111.33372,1289.0651,2020-01-10 12:00:00,2020,1,12
74.4,32,0.799389,61.49716,38.70853,1750.6223,74.53759,76.054794,110.25357,1291.5458,2020-01-10 15:00:00,2020,1,15
74.4,32,1.9111525,63.971123,24.519377,1805.187,76.65918,71.3172,103.62032,1291.4205,2020-01-10 18:00:00,2020,1,18
74.4,32,0.9256688,10.918953,151.30176,1002.68353,23.37614,82.36617,120.067604,1286.9436,2020-01-11 09:00:00,2020,1,9
74.4,32,50.16166,82.18836,0.015331551,3178.9165,163.31573,83.583015,122.572235,1292.7374,2020-01-11 00:00:00,2020,1,0
74.4,32,48.20469,90.76613,7.208732,3581.46,153.11224,99.933655,146.06062,1292.7905,2020-01-11 03:00:00,2020,1,3
74.4,32,3.6977313,29.63325,125.02077,1620.5577,38.408554,94.453384,138.2793,1289.5433,2020-01-11 06:00:00,2020,1,6
74.4,32,0.5434174,26.142853,89.70542,1380.942,37.29332,126.804474,182.42001,1290.2565,2020-01-11 12:00:00,2020,1,12
