longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,year,month,hour
74.4,32,0.19782789,11.365258,97.9572,1983.0658,12.032963,187.65048,269.09747,1298.8804,2024-01-01 03:00:00,2024,1,3
74.4,32,0.9276533,9.931056,128.9505,1889.2343,4.159852,185.75397,266.51633,1298.8717,2024-01-01 06:00:00,2024,1,6
74.4,32,0.39576024,6.5583467,203.37103,1816.6807,6.0584354,170.77278,245.766,1298.361,2024-01-01 09:00:00,2024,1,9
74.4,32,1.22e-16,20.265255,66.09032,2206.378,13.04384,203.93144,292.2708,1299.2797,2024-01-01 00:00:00,2024,1,0
74.4,32,0.052990858,64.66621,33.688362,3161.7258,24.0614,246.74773,355.26157,1301.9664,2024-01-01 18:00:00,2024,1,18
74.4,32,0.050971493,58.322876,27.965786,3104.8635,15.185049,250.25468,360.59265,1301.7948,2024-01-01 21:00:00,2024,1,21
74.4,32,0.097695366,13.639673,147.87834,1792.0298,10.224114,150.6496,217.6076,1300.1556,2024-01-01 12:00:00,2024,1,12
74.4,32,1.11e-16,44.1209,73.58275,2610.6526,19.800058,214.29813,308.83878,1301.8988,2024-01-01 15:00:00,2024,1,15
74.4,32,0.83417076,21.192455,51.053036,2418.4253,4.489391,206.6892,296.99057,1300.426,2024-01-02 03:00:00,2024,1,3
74.4,32,1.5657718,14.879321,113.40649,2157.904,1.1589748,189.71013,273.11252,1299.3134,2024-01-02 06:00:00,2024,1,6
74.4,32,0.34987196,5.6350145,208.7876,1757.7467,8.230294,151.13445,218.85858,1298.0664,2024-01-02 09:00:00,2024,1,9
74.4,32,1.11e-16,54.63011,63.26927,2700.6096,19.970798,213.78294,307.75723,1302.0189,2024-01-02 15:00:00,2024,1,15
74.4,32,1.22e-16,30.879705,37.67251,2638.5688,9.16179,218.03342,313.0385,1301.4713,2024-01-02 00:00:00,2024,1,0
74.4,32,7.7907004,93.169174,26.33475,3507.6865,22.710169,254.3826,365.9132,1302.0012,2024-01-02 18:00:00,2024,1,18
74.4,32,1.11e-16,56.619446,61.531715,2731.8896,16.80569,224.21075,323.1339,1300.5896,2024-01-02 21:00:00,2024,1,21
74.4,32,0.116391875,15.067033,147.0935,1740.6189,9.494219,143.92491,208.06564,1300.8717,2024-01-02 12:00:00,2024,1,12
74.4,32,0.9641063,17.548054,60.80055,2102.9937,5.7561927,183.97206,265.23868,1300.3882,2024-01-03 03:00:00,2024,1,3
74.4,32,1.5471102,13.201101,108.91001,1993.7178,1.5939655,179.16962,258.30905,1299.8815,2024-01-03 06:00:00,2024,1,6
74.4,32,0.31686583,5.1255093,208.21385,1807.2406,6.1655464,159.27312,231.07553,1298.9553,2024-01-03 09:00:00,2024,1,9
74.4,32,1.11e-16,29.307611,68.928795,2813.174,13.809376,228.78165,329.3413,1301.9061,2024-01-03 18:00:00,2024,1,18
74.4,32,1.22e-16,22.070793,50.108837,2261.4497,4.5435777,200.4735,287.9845,1301.3545,2024-01-03 00:00:00,2024,1,0
74.4,32,1.11e-16,29.236494,91.826744,2493.043,16.221087,198.35898,285.83923,1301.9802,2024-01-03 15:00:00,2024,1,15
74.4,32,1.11e-16,13.108322,86.90948,2401.136,3.6714098,181.20251,260.61392,1301.1094,2024-01-03 21:00:00,2024,1,21
74.4,32,0.09814798,12.417901,161.65276,1717.681,7.683112,135.1512,195.2069,1300.3773,2024-01-03 12:00:00,2024,1,12
74.4,32,0.10770513,8.356747,88.9528,2196.8474,1.6820593,149.25052,215.36237,1300.3789,2024-01-04 03:00:00,2024,1,3
74.4,32,0.9538354,9.461834,113.98678,2053.6152,2.0550668,144.41415,208.5177,1299.9338,2024-01-04 06:00:00,2024,1,6
74.4,32,0.3776208,5.586315,198.49075,1866.7113,5.2736697,137.14394,198.24792,1298.8312,2024-01-04 09:00:00,2024,1,9
74.4,32,1.11e-16,30.975855,89.47934,2650.9968,18.771019,203.0069,292.0923,1301.9421,2024-01-04 15:00:00,2024,1,15
74.4,32,1.22e-16,9.104073,78.08634,2251.6196,2.1640725,161.0657,231.30057,1301.0042,2024-01-04 00:00:00,2024,1,0
74.4,32,1.11e-16,29.823006,63.468006,2974.3374,20.330383,222.27847,319.64642,1301.9006,2024-01-04 18:00:00,2024,1,18
74.4,32,1.11e-16,21.05139,66.67346,2730.0715,8.877674,200.44304,288.23376,1301.5985,2024-01-04 21:00:00,2024,1,21
74.4,32,0.11167423,13.879177,160.51755,1919.098,10.525765,143.12239,206.24849,1300.4934,2024-01-04 12:00:00,2024,1,12
74.4,32,0.30955434,11.260171,75.12894,2212.5217,1.3624082,155.24542,222.88666,1300.645,2024-01-05 03:00:00,2024,1,3
74.4,32,1.0529234,10.9651575,108.25555,2148.9666,1.1144096,155.93831,223.96045,1299.9658,2024-01-05 06:00:00,2024,1,6
74.4,32,1.11e-16,32.84836,93.59426,2557.7808,23.675005,200.1668,287.62573,1301.738,2024-01-05 15:00:00,2024,1,15
74.4,32,1.22e-16,10.639075,62.460182,2311.8398,1.1000774,165.80519,237.74442,1301.3945,2024-01-05 00:00:00,2024,1,0
74.4,32,0.40375063,5.6394563,188.7645,1850.7256,6.61564,137.285,197.8012,1298.2319,2024-01-05 09:00:00,2024,1,9
74.4,32,1.11e-16,31.093645,71.72115,2706.0583,22.975887,208.36385,299.30795,1301.3352,2024-01-05 18:00:00,2024,1,18
74.4,32,1.11e-16,18.40174,78.32743,2400.5205,10.829632,185.2521,266.31076,1301.1815,2024-01-05 21:00:00,2024,1,21
74.4,32,0.08735483,13.5372095,161.92444,1867.2009,13.927903,138.74939,199.49463,1299.6144,2024-01-05 12:00:00,2024,1,12
74.4,32,0.39504647,14.35326,65.269325,2371.276,6.591965,183.40149,263.7354,1300.6543,2024-01-06 03:00:00,2024,1,3
74.4,32,1.1016667,9.9458685,116.36287,2161.5906,1.6126002,175.84274,253.68875,1299.7789,2024-01-06 06:00:00,2024,1,6
74.4,32,0.38073686,5.284073,196.836,1881.6465,8.361692,148.08783,214.80482,1298.7715,2024-01-06 09:00:00,2024,1,9
74.4,32,1.11e-16,30.417747,77.63749,2348.4175,18.303572,178.85472,258.68674,1301.622,2024-01-06 15:00:00,2024,1,15
74.4,32,1.22e-16,13.791675,65.16054,2242.2954,9.088536,180.97464,260.24066,1301.8358,2024-01-06 00:00:00,2024,1,0
74.4,32,1.11e-16,27.57269,63.936096,2634.0498,18.828257,195.87808,283.2781,1301.7053,2024-01-06 18:00:00,2024,1,18
74.4,32,1.11e-16,23.684418,56.318504,2552.3442,11.818284,187.29247,271.72598,1301.8193,2024-01-06 21:00:00,2024,1,21
