longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,time_sin,time_cos,PM2.5_AQI,PM10_AQI,CO_AQI,SO2_AQI,NO2_AQI,O3_AQI,Final_AQI
74.4,31.6,0.6717862,21.06043,185.35883,756.60803,28.180563,103.5738,169.9189,1261.3373,2019-09-15 12:00:00,-3.216245299353273e-16,-1.0,175.8220885142255,108.38410202020202,,40.25794714285714,19.868330188679245,284.5800443617021,284.5800443617021
74.4,31.6,9.4252,89.48089,50.25972,1896.8214,87.344666,137.97678,213.24467,1270.2804,2019-09-15 15:00:00,-0.7071067811865475,-0.7071067811865477,193.5854817702845,129.82817,,106.09989572477065,88.79486108695653,46.53677777777778,193.5854817702845
74.4,31.6,20.037298,75.74162,17.080185,1935.4694,80.5876,138.49721,208.8199,1271.0068,2019-09-15 21:00:00,-0.7071067811865477,0.7071067811865474,193.85419694415174,127.63813232323233,,103.06231559633028,74.15955173913044,15.81498611111111,193.85419694415174
74.4,31.6,11.730964,80.93188,30.109703,1844.9746,79.791275,133.86716,203.91411,1270.0587,2019-09-15 18:00:00,-1.0,-1.8369701987210294e-16,191.46354942044258,125.21001404040403,,102.70433463302753,79.68830695652176,27.879354629629628,191.46354942044258
74.4,31.6,0.4894865,18.357828,183.08147,655.3699,27.24525,93.19887,154.38347,1260.9283,2019-09-16 12:00:00,-3.216245299353273e-16,-1.0,170.46516996838778,,,38.92178571428571,17.31870566037736,282.18154819148936,282.18154819148936
74.4,31.6,71.74419,109.88599,48.471348,3242.7349,190.18968,156.87549,242.14162,1272.2993,2019-09-16 15:00:00,-0.7071067811865475,-0.7071067811865477,207.31805315315316,144.1307008080808,,152.73978237288136,102.68113324324324,44.880877777777776,207.31805315315316
74.4,31.6,3.4531097,73.1622,34.076534,1507.5176,62.454285,82.764404,124.69466,1269.5344,2019-09-16 18:00:00,-1.0,-1.8369701987210294e-16,165.07751102212856,85.49533676767678,,84.237435,71.41190869565217,31.5523462962963,165.07751102212856
74.4,31.6,8.101403,64.120026,22.094645,1444.313,58.895752,68.22549,102.97831,1270.5654,2019-09-16 21:00:00,-0.7071067811865477,0.7071067811865474,157.57059020021075,74.7468403030303,,79.76645764102564,61.780027695652166,20.45800462962963,157.57059020021075
74.4,31.6,62.996937,70.24565,11.011367,2722.6233,126.326996,169.73146,254.62712,1273.0757,2019-09-16 00:00:00,0.0,1.0,220.0582036036036,,,123.62406242201834,68.30514891304348,10.195710185185185,220.0582036036036
74.4,31.6,9.898218,49.694042,61.744026,1527.4795,49.94858,141.25002,211.20581,1269.7136,2019-09-16 03:00:00,0.7071067811865476,0.7071067811865475,195.275563540569,128.8190372727273,,68.52513897435898,46.881171698113214,73.03048493333333,195.275563540569
74.4,31.6,1.0266196,12.119123,192.88231,781.209,23.434074,120.60134,190.1209,1262.6031,2019-09-16 06:00:00,1.0,-1.6081226496766366e-16,184.61396902002107,118.38307171717172,,33.47724857142857,11.433134905660378,292.5037094680851,292.5037094680851
74.4,31.6,0.5407365,9.540673,231.50781,687.56464,20.501125,115.88522,189.69278,1260.6857,2019-09-16 09:00:00,0.7071067811865476,-0.7071067811865475,182.17888071654374,118.17117393939394,,29.287321428571428,9.000634905660377,331.50781,331.50781
74.4,31.6,0.45501807,10.644813,155.40292,543.90985,14.275779,94.479706,176.77972,1263.0233,2019-09-17 09:00:00,0.7071067811865476,-0.7071067811865475,171.1265078398314,111.77986141414141,,20.39397,10.042276415094339,253.03073489361702,253.03073489361702
74.4,31.6,74.360306,104.500084,10.405845,3550.6335,131.8595,130.90472,190.4348,1272.3787,2019-09-17 21:00:00,-0.7071067811865477,0.7071067811865474,189.9339439409905,118.53843636363636,,126.1111513761468,101.66217805405405,9.635041666666666,189.9339439409905
74.4,31.6,27.268984,64.4879,12.641639,1865.4208,75.80006,81.68419,121.98704,1272.0574,2019-09-17 00:00:00,0.0,1.0,164.51976090621707,84.1552016161616,,,62.17189347826087,11.705221296296296,164.51976090621707
74.4,31.6,5.9760594,38.59522,74.47966,1119.1791,36.201736,64.82432,102.26692,1268.1909,2019-09-17 03:00:00,0.7071067811865476,0.7071067811865475,155.81445395152792,74.39473818181818,,51.25346317948718,36.41058490566038,113.17880999999998,155.81445395152792
74.4,31.6,0.68815,6.7227063,170.3891,522.4867,12.620041,69.19868,119.57941,1261.8651,2019-09-17 06:00:00,1.0,-1.6081226496766366e-16,158.07308029504742,82.96354636363637,,18.02863,6.342175754716981,268.8140521276596,268.8140521276596
74.4,31.6,0.6064354,15.57055,135.86522,570.24475,18.238615,42.46803,67.88289,1264.2346,2019-09-17 12:00:00,-3.216245299353273e-16,-1.0,118.1574608040201,57.3763798989899,,26.055164285714284,14.689198113207548,232.4537955319149,232.4537955319149
74.4,31.6,78.4383,100.60531,29.931305,3199.0034,191.12012,118.044266,176.81552,1274.2556,2019-09-17 15:00:00,-0.7071067811865475,-0.7071067811865477,183.29366737618545,111.7975806060606,,153.12615152542372,,27.714171296296296,183.29366737618545
