longitude,latitude,no,no2,o3,co,so2,pm2_5,pm10,ch4,time,time_sin,time_cos,PM2.5_AQI,PM10_AQI,CO_AQI,SO2_AQI,NO2_AQI,O3_AQI,Final_AQI
74.4,32.4,0.33354297,6.610152,130.60861,512.9788,5.057053,86.39947,141.11305,1264.388,2019-09-15 12:00:00,-3.216245299353273e-16,-1.0,166.95441548998946,93.6216106060606,,7.224361428571428,6.235992452830189,226.91757861702126,226.91757861702126
74.4,32.4,0.28570497,57.345036,47.72761,1389.7047,29.736713,128.4185,198.55263,1274.1436,2019-09-15 15:00:00,-0.7071067811865475,-0.7071067811865477,188.65022655426765,122.55635222222222,,42.48101857142858,54.56319052173913,44.19223148148148,188.65022655426765
74.4,32.4,0.17491856,31.650377,50.66779,1168.4481,13.110537,117.37349,177.89915,1271.785,2019-09-15 21:00:00,-0.7071067811865477,0.7071067811865474,182.94732360379348,112.33392272727272,,18.729338571428574,29.858846226415093,46.914620370370365,182.94732360379348
74.4,32.4,0.17819133,35.68361,57.86741,1179.7314,16.728956,114.75633,173.89441,1271.5444,2019-09-15 18:00:00,-1.0,-1.8369701987210294e-16,181.5959975763962,110.35177868686868,,23.89850857142857,33.663783018867925,60.366872666666666,181.5959975763962
74.4,32.4,0.34719107,8.182748,116.59744,428.78238,7.6259604,65.64822,113.02469,1264.1017,2019-09-16 12:00:00,-3.216245299353273e-16,-1.0,156.2398606954689,79.71929101010102,,10.894229142857144,7.71957358490566,212.16113361702128,212.16113361702128
74.4,32.4,0.22665603,36.135113,54.883728,928.92554,18.43664,84.62229,133.37737,1272.0516,2019-09-16 15:00:00,-0.7071067811865475,-0.7071067811865477,166.03679884088515,89.79283969696971,,26.338057142857146,34.08972924528302,,166.03679884088515
74.4,32.4,0.21474876,34.17542,50.437267,955.31866,15.202875,77.78584,122.32211,1271.6879,2019-09-16 18:00:00,-1.0,-1.8369701987210294e-16,162.5069142255005,84.32104434343435,,21.71839285714286,32.240962264150944,46.70117314814815,162.5069142255005
74.4,32.4,0.26934117,34.70446,41.113594,1002.6715,14.39513,77.487465,125.38543,1272.3191,2019-09-16 21:00:00,-0.7071067811865477,0.7071067811865474,162.3528533719705,85.83723303030303,,20.56447142857143,32.74005660377358,38.068142592592594,162.3528533719705
74.4,32.4,0.12603608,21.81208,65.18735,910.7433,6.5076394,99.43724,155.48895,1269.384,2019-09-16 00:00:00,0.0,1.0,173.68624615384616,101.24200555555555,,9.296627714285716,20.577433962264152,84.27867666666666,173.68624615384616
74.4,32.4,1.0820998,12.703221,97.66793,706.9644,5.8420854,96.04213,158.1275,1267.2175,2019-09-16 03:00:00,0.7071067811865476,0.7071067811865475,171.9332388830348,102.54795454545454,,8.345836285714286,11.984170754716981,181.09097736842105,181.09097736842105
74.4,32.4,0.24293278,2.8672407,151.36241,505.58188,4.4924545,98.02208,161.75539,1262.9481,2019-09-16 06:00:00,1.0,-1.6081226496766366e-16,172.95555237091676,104.34357686868687,,6.417792142857143,2.7049440566037735,248.7753041489362,248.7753041489362
74.4,32.4,0.21885711,2.507025,164.9788,487.56476,5.253685,94.19115,154.98204,1262.1741,2019-09-16 09:00:00,0.7071067811865476,-0.7071067811865475,170.97751685985247,,,7.5052642857142855,2.365117924528302,263.11597021276594,263.11597021276594
74.4,32.4,0.2444125,2.4894428,150.70561,398.82324,3.417736,72.204185,129.48041,1264.0636,2019-09-17 09:00:00,0.7071067811865476,-0.7071067811865475,159.62492165437303,87.86404131313131,,4.88248,2.3485309433962263,248.0835679787234,248.0835679787234
74.4,32.4,13.095218,74.430595,1.7167367,2015.352,35.218098,121.753525,189.47218,1274.378,2019-09-17 21:00:00,-0.7071067811865477,0.7071067811865474,185.2088801369863,118.06198808080808,,,72.76302510869564,1.5895710185185186,185.2088801369863
74.4,32.4,1.404571,47.430622,15.459103,1279.2007,18.51645,89.66018,148.7858,1273.5994,2019-09-17 00:00:00,0.0,1.0,168.63802760800843,97.41923434343434,,26.45207142857143,44.74586981132075,14.31398425925926,168.63802760800843
74.4,32.4,2.4584694,19.30174,75.5925,885.45886,8.836034,73.084625,129.09575,1270.0713,2019-09-17 03:00:00,0.7071067811865476,0.7071067811865475,160.0795218651212,87.67365404040405,,12.622905714285714,18.209188679245283,117.07375,160.0795218651212
74.4,32.4,0.2996316,3.649724,134.70251,421.6757,3.2603652,57.597927,105.797325,1264.3221,2019-09-17 06:00:00,1.0,-1.6081226496766366e-16,152.08322890410957,76.14211035353536,,4.657664571428572,3.443135849056604,231.22923925531913,231.22923925531913
