Average_temp
14.15
14.15
14.15
14.15
14.15
14.15
14.15
14.15
12.1
12.1
12.1
12.1
12.1
12.1
12.1
12.1
10.6
10.6
10.6
10.6
10.6
10.6
10.6
10.6
9.6
9.6
9.6
9.6
9.6
9.6
9.6
9.6
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.8
11.8
11.8
11.8
11.8
11.8
11.8
11.8
12.4
12.4
12.4
12.4
12.4
12.4
12.4
12.4
11.75
11.75
11.75
11.75
11.75
11.75
11.75
11.75
13.25
13.25
13.25
13.25
13.25
13.25
13.25
13.25
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
10.85
10.85
10.85
10.85
10.85
10.85
10.85
10.85
10.75
10.75
10.75
10.75
10.75
10.75
10.75
10.75
11.35
11.35
11.35
11.35
11.35
11.35
11.35
11.35
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
13.0
13.0
13.0
13.0
13.0
13.0
13.0
13.0
14.5
14.5
14.5
14.5
14.5
14.5
14.5
14.5
11.35
11.35
11.35
11.35
11.35
11.35
11.35
11.35
13.6
13.6
13.6
13.6
13.6
13.6
13.6
13.6
15.0
15.0
15.0
15.0
15.0
15.0
15.0
15.0
14.25
14.25
14.25
14.25
14.25
14.25
14.25
14.25
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
12.2
12.2
12.2
12.2
12.2
12.2
12.2
12.2
13.25
13.25
13.25
13.25
13.25
13.25
13.25
13.25
14.7
14.7
14.7
14.7
14.7
14.7
14.7
14.7
13.25
13.25
13.25
13.25
13.25
13.25
13.25
13.25
13.75
13.75
13.75
13.75
13.75
13.75
13.75
13.75
14.0
14.0
14.0
14.0
14.0
14.0
14.0
14.0
15.45
15.45
15.45
15.45
15.45
15.45
15.45
15.45
16.65
16.65
16.65
16.65
16.65
16.65
16.65
16.65
18.0
18.0
18.0
18.0
18.0
18.0
18.0
18.0
18.5
18.5
18.5
18.5
18.5
18.5
18.5
18.5
19.05
19.05
19.05
19.05
19.05
19.05
19.05
19.05
17.9
17.9
17.9
17.9
17.9
17.9
17.9
17.9
17.55
17.55
17.55
17.55
17.55
17.55
17.55
17.55
17.5
17.5
17.5
17.5
17.5
17.5
17.5
17.5
16.75
16.75
16.75
16.75
16.75
16.75
16.75
16.75
18.4
18.4
18.4
18.4
18.4
18.4
18.4
18.4
16.25
16.25
16.25
16.25
16.25
16.25
16.25
16.25
15.1
15.1
15.1
15.1
15.1
15.1
15.1
15.1
16.1
16.1
16.1
16.1
16.1
16.1
16.1
16.1
18.35
18.35
18.35
18.35
18.35
18.35
18.35
18.35
20.1
20.1
20.1
20.1
20.1
20.1
20.1
20.1
21.3
21.3
21.3
21.3
21.3
21.3
21.3
21.3
20.45
20.45
20.45
20.45
20.45
20.45
20.45
20.45
21.25
21.25
21.25
21.25
21.25
21.25
21.25
21.25
21.75
21.75
21.75
21.75
21.75
21.75
21.75
21.75
20.85
20.85
20.85
20.85
20.85
20.85
20.85
20.85
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
20.5
20.5
20.5
20.5
20.5
20.5
20.5
20.5
21.1
21.1
21.1
21.1
21.1
21.1
21.1
21.1
21.9
21.9
21.9
21.9
21.9
21.9
21.9
21.9
22.25
22.25
22.25
22.25
22.25
22.25
22.25
22.25
21.8
21.8
21.8
21.8
21.8
21.8
21.8
21.8
22.45
22.45
22.45
22.45
22.45
22.45
22.45
22.45
19.75
19.75
19.75
19.75
19.75
19.75
19.75
19.75
20.9
20.9
20.9
20.9
20.9
20.9
20.9
20.9
21.7
21.7
21.7
21.7
21.7
21.7
21.7
21.7
21.75
21.75
21.75
21.75
21.75
21.75
21.75
21.75
22.5
22.5
22.5
22.5
22.5
22.5
22.5
22.5
22.55
22.55
22.55
22.55
22.55
22.55
22.55
22.55
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.2
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
23.35
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.25
24.5
24.5
24.5
24.5
24.5
24.5
24.5
24.5
25.25
25.25
25.25
25.25
25.25
25.25
25.25
25.25
24.9
24.9
24.9
24.9
24.9
24.9
24.9
24.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
23.9
18.25
18.25
18.25
18.25
18.25
18.25
18.25
18.25
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
19.8
19.8
19.8
19.8
19.8
19.8
19.8
19.8
20.65
20.65
20.65
20.65
20.65
20.65
20.65
20.65
21.35
21.35
21.35
21.35
21.35
21.35
21.35
21.35
23.25
23.25
23.25
23.25
23.25
23.25
23.25
23.25
18.5
18.5
18.5
18.5
18.5
18.5
18.5
18.5
18.8
18.8
18.8
18.8
18.8
18.8
18.8
18.8
20.5
20.5
20.5
20.5
20.5
20.5
20.5
20.5
22.3
22.3
22.3
22.3
22.3
22.3
22.3
22.3
23.4
23.4
23.4
23.4
23.4
23.4
23.4
23.4
24.6
24.6
24.6
24.6
24.6
24.6
24.6
24.6
23.55
23.55
23.55
23.55
23.55
23.55
23.55
23.55
18.35
18.35
18.35
18.35
18.35
18.35
18.35
18.35
18.4
18.4
18.4
18.4
18.4
18.4
18.4
18.4
20.85
20.85
20.85
20.85
20.85
20.85
20.85
20.85
19.15
19.15
19.15
19.15
19.15
19.15
19.15
19.15
22.75
22.75
22.75
22.75
22.75
22.75
22.75
22.75
23.0
23.0
23.0
23.0
23.0
23.0
23.0
23.0
24.200000000000003
24.200000000000003
24.200000000000003
24.200000000000003
24.200000000000003
24.200000000000003
24.200000000000003
24.200000000000003
25.25
25.25
25.25
25.25
25.25
25.25
25.25
25.25
25.9
25.9
25.9
25.9
25.9
25.9
25.9
25.9
26.15
